"order_uuid","order_created_at","order_updated_at","order_payment_date","order_status","total_order","order_paid_amount","order_balance","order_expiration_date","order_external_id","order_wallet_payment_id","system_wallet_name","system_wallet_friendly_name","system_wallet_id","store_uuid","store_name","store_pos_uuid","store_pos_name","psp_provider"
"b689dba0-2855-4a1a-a680-7baea05427f7","2024-04-28T13:01:03.895000","2024-04-28T14:05:42.662662","","expired","30","0","","","20240428100050_910973","","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"2089eda1-eaf0-45c5-80fc-c888dc28c1e3","2024-04-28T12:47:48.308902","2024-04-28T12:48:15.817650","2024-04-28T12:48:15.305000","approved","50","50","50","","20240428094741_924270","E24313102202404281248LcmywonjACn","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"9b791e09-ed01-4f52-8bb2-e0583c843ee3","2024-04-28T12:27:01.019886","2024-04-28T12:27:19.029520","2024-04-28T12:27:18.544000","approved","100","100","100","","20240428092655_821895","E31872495202404281227u2hPITsoRHf","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"2fc5aa49-6fc7-4435-a23d-d3a3ffb93f0b","2024-04-28T11:58:19.649177","2024-04-28T11:58:30.621252","2024-04-28T11:58:30.470000","approved","100","100","100","","20240428085815_413370","E60746948202404281158A5280t1MtWc","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"fe6ad285-3474-44fd-aa23-77ff2b72ae6f","2024-04-28T11:57:16.236929","2024-04-28T11:57:44.887803","2024-04-28T11:57:44.290000","approved","159.35","159.35","159.35","","20240428085710_373761","E60701190202404281157DY5TBH426UV","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"57fa7668-b132-4476-85f7-19e42e34569c","2024-04-28T11:15:39.265495","2024-04-28T11:15:56.325945","2024-04-28T11:15:55.684000","approved","233.83","233.83","233.83","","20240428081529_690932","E9040088820240428111521263988090","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"9c9c913e-6fd2-4c72-87f8-0a538dde31d2","2024-04-28T09:57:22.440208","2024-04-28T09:57:35.715414","2024-04-28T09:57:35.123000","approved","39","39","39","","20240428065707_772810","E08561701202404280957NFEMZT3DNRI","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"730b7dce-e45d-4f28-8eab-a2ff0e4a6897","2024-04-28T09:57:14.393641","2024-04-28T11:05:45.474206","","expired","40","0","","","20240428065707_967189","","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"854196ce-b488-4a5d-a689-bf70b120084a","2024-04-28T08:20:20.648443","2024-04-28T08:20:43.261607","2024-04-28T08:20:42.802000","approved","38.97","38.97","38.97","","20240428052014_718535","E24313102202404280820v0HvFUtLtpW","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"2941e6d4-bed9-4dfd-b3a7-3acfae106191","2024-04-28T07:56:33.386642","2024-04-28T07:56:49.300711","2024-04-28T07:56:48.630000","approved","20","20","20","","20240428045628_222280","E228964312024042807566HYefuD6opz","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"5e460d52-2710-4ab3-b4c2-55a4cac5674c","2024-04-28T06:51:26.196571","2024-04-28T06:51:40.661229","2024-04-28T06:51:39.968000","approved","20","20","20","","20240428035121_791417","E18236120202404280651s026554fef5","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"c093ec90-f98e-4b18-a811-a538f7164a8e","2024-04-28T06:48:19.906456","2024-04-28T06:49:18.610871","2024-04-28T06:49:18.403000","approved","100","100","100","","20240428034813_288741","E60746948202404280649A1480RxxSjM","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"08477c16-2d17-46bf-8add-c7cc078624ca","2024-04-28T05:45:28.734417","2024-04-28T05:47:00.876278","2024-04-28T05:47:00.299000","approved","50","50","50","","20240428024524_282666","E08561701202404280546OW8RTEXCJKC","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"3e3add7a-d02c-4552-886c-22581eb46c7c","2024-04-28T04:40:23.674325","2024-04-28T04:40:36.051341","2024-04-28T04:40:35.446000","approved","18.65","18.65","18.65","","20240428014017_683636","E9040088820240428044021262425949","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"06de1c1f-90e6-4d60-a5d1-61ebd9e43ffc","2024-04-28T04:06:47.977423","2024-04-28T04:06:57.981006","2024-04-28T04:06:57.277000","approved","76.99","76.99","76.99","","20240428010644_146807","E08561701202404280406QKZBRAELDFP","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"6db432ae-60cc-496a-8222-6a50fdbe6e7a","2024-04-28T02:03:17.943689","2024-04-28T02:03:28.547784","2024-04-28T02:03:28.388000","approved","27.97","27.97","27.97","","20240427230312_530005","E60746948202404280203M6176Pjg0Jc","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"53499638-9130-4474-a488-c590e18522e4","2024-04-28T01:28:27.098867","2024-04-28T01:28:39.951477","2024-04-28T01:28:39.243000","approved","50","50","50","","20240427222821_010779","E08561701202404280128ONR8IBS175E","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"71bffbda-3b31-4928-9dee-00c10ac9aa0d","2024-04-28T01:25:23.806487","2024-04-28T01:26:39.981300","2024-04-28T01:26:39.278000","approved","100","100","100","","20240427222516_193116","E18236120202404280126s17936bc644","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"59fbeebe-d4f4-49be-a974-a1762e9ab814","2024-04-28T01:04:09.724860","2024-04-28T01:04:24.561076","2024-04-28T01:04:23.810000","approved","50","50","50","","20240427220402_011876","E08561701202404280104ADFXYAQCPCV","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"b4e17631-b005-4c4b-8d26-abdaecca3bcb","2024-04-27T23:37:56.224138","2024-04-27T23:38:28.277349","2024-04-27T23:38:27.399000","approved","50","50","50","","20240427203747_621593","E18236120202404272338s160d561948","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"520b0f4b-991f-4726-8a43-12a85e9acf78","2024-04-27T23:33:41.431856","2024-04-27T23:34:06.835713","2024-04-27T23:34:06.324000","approved","20","20","20","","20240427203337_846605","E22896431202404272333ZfqefqJ2jcz","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"cbc487c4-b69b-41fe-a39a-4a52354ebced","2024-04-27T22:57:49.547834","2024-04-27T22:58:22.956085","2024-04-27T22:58:22.063000","approved","20","20","20","","20240427195743_350010","E18236120202404272257s069485a447","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"f44763c2-f30e-4ab0-a2a8-36832af873f2","2024-04-27T22:38:18.699168","2024-04-27T22:39:02.563486","2024-04-27T22:39:01.847000","approved","20","20","20","","20240427193805_986040","E17192451202404272238DY5UQ3D8UIE","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"38534cf5-693e-45c0-bc4d-457b5d0e5667","2024-04-27T22:28:20.128068","2024-04-27T22:29:20.408345","2024-04-27T22:29:19.721000","approved","25","25","25","","20240427192813_283210","E243131022024042722298eDhOI2ssLp","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"70dadc29-2ae6-4727-b152-422e3d0f7b8d","2024-04-27T21:32:34.273525","2024-04-27T21:32:49.419210","2024-04-27T21:32:49.261000","approved","50","50","50","","20240427183228_831214","E60746948202404272132A1787Y0YmKI","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"ffc749d1-c816-4de7-a342-4d143b41b36e","2024-04-27T19:40:26.461244","2024-04-27T19:40:38.786789","2024-04-27T19:40:38.050000","approved","40","40","40","","20240427164017_786902","E18236120202404271940s02404f94e6","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"43c8cd26-d331-42c2-9d2e-eb4bcb22fdb6","2024-04-27T19:03:13.285799","2024-04-27T19:03:30.875698","2024-04-27T19:03:30.193000","approved","138.41","138.41","138.41","","20240427160309_267962","E9040088820240427190321249239946","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"9833b2f5-efa9-45e4-9838-8600c5c925b4","2024-04-27T18:38:07.546622","2024-04-27T18:38:28.571864","2024-04-27T18:38:28.090000","approved","100","100","100","","20240427153800_454627","E9040088820240427183821248480292","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"3901634a-0114-41a9-a6bc-ce6778441cb5","2024-04-27T17:47:15.795803","2024-04-27T17:47:38.448468","2024-04-27T17:47:37.648000","approved","30","30","30","","20240427144711_966995","E60701190202404271747DY5O1MWX9I9","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"c92a2f61-f0da-4659-87dc-c1cd1625c835","2024-04-27T17:35:13.335951","2024-04-27T17:36:57.548068","2024-04-27T17:36:56.987000","approved","30.22","30.22","30.22","","20240427143508_901618","E60701190202404271736DY5Z30VMV96","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"bbb85c76-b59b-43ce-9500-5f6449695cab","2024-04-27T15:40:55.518805","2024-04-27T15:41:13.828716","2024-04-27T15:41:12.887000","approved","25","25","25","","20240427124050_174998","E08561701202404271541ZP6TNIBHJRD","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"d090ce71-7174-442a-aeaf-ac0468b89989","2024-04-27T15:35:07.266564","2024-04-27T15:35:42.402738","2024-04-27T15:35:41.638000","approved","275","275","275","","20240427123501_622441","E60701190202404271535DY5SYLMJI1V","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"1f897a84-55b2-4bf8-bb55-96c7c18a0a89","2024-04-27T15:25:39.455668","2024-04-27T15:26:06.772705","2024-04-27T15:26:05.885000","approved","50","50","50","","20240427122533_578142","E18236120202404271525s1644d98f69","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"0516021f-1416-4a65-858a-779a7c7fe0fc","2024-04-27T15:11:07.671362","2024-04-27T15:11:33.456295","2024-04-27T15:11:32.936000","approved","100","100","100","","20240427121103_964416","E60701190202404271511DY5F1WCNZUC","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"524554c4-2abe-4ef1-90b8-82727f501f9c","2024-04-27T14:55:52.642765","2024-04-27T14:56:13.825642","2024-04-27T14:56:13.643000","approved","22","22","22","","20240427115547_266636","E60746948202404271456A2184EC68d0","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"e4c668bc-39b2-4eec-8be4-a54787546621","2024-04-27T14:48:49.131936","2024-04-27T14:50:27.437314","2024-04-27T14:50:26.789000","approved","30","30","30","","20240427114844_479046","E22896431202404271450HcAfLrrF41U","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"4c1e7ba6-ff6c-448a-8e1b-55ab05d3991a","2024-04-27T14:22:46.790131","2024-04-27T14:23:11.447939","2024-04-27T14:23:10.720000","approved","40","40","40","","20240427112242_318383","E27098060202404271422xh7ehoD9CQg","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"6c5107a7-8471-4829-a2c5-169bf5f0ad73","2024-04-27T12:34:53.435372","2024-04-27T12:38:38.092239","2024-04-27T12:35:47.410000","approved","133.35","133.35","133.35","","20240427093448_130944","E004169682024042712358A40y9onxoU","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"6c349f85-5431-4e1d-9b8d-5d06217e511f","2024-04-27T12:26:55.221727","2024-04-27T12:28:31.226412","2024-04-27T12:28:07.541000","approved","100","100","100","","20240427092650_087930","E18236120202404271227s1618480a99","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"58479dd2-2fdb-497e-b291-d417440b1162","2024-04-27T11:34:03.169397","2024-04-27T11:34:24.344647","2024-04-27T11:34:23.491000","approved","20","20","20","","20240427083356_056029","E18236120202404271134s129b70c72e","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"8facac11-bf16-4d55-8e6c-4a1325a53c65","2024-04-27T11:19:49.999056","2024-04-27T11:20:38.567189","2024-04-27T11:20:37.955000","approved","40","40","40","","20240427081945_711543","E00360305202404271120608dc8b7edd","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"c7895e16-aceb-40ba-aa90-32ef9611331f","2024-04-27T11:11:15.065378","2024-04-27T11:11:35.144576","2024-04-27T11:11:34.655000","approved","100.06","100.06","100.06","","20240427081108_105127","E37880206202404271111H6KHFB7WMNQ","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
"2aaaa8d8-56c0-413f-b3e5-4297e58b4e82","2024-04-27T11:10:43.345110","2024-04-27T11:11:12.880860","2024-04-27T11:11:12.138000","approved","10","10","10","","20240427081034_316664","E18236120202404271110s186177e3a4","pix","Pix","10","4de4b765-f9cf-40f6-b0da-a65ebffeabbf","AUTO POSTO JARDIM BOTANICO SP LTDA","fc1bbd6bd3064eaa99308597681b136e","Caixa1","bradesco"
